Age,GrLivArea,LotFrontage,LotArea,GarageArea,Fence,Pool
5.0,1710.0,65.0,8450.0,548.0,False,False
31.0,1262.0,80.0,9600.0,460.0,False,False
7.0,1786.0,68.0,11250.0,608.0,False,False
8.0,2198.0,84.0,14260.0,836.0,False,False
16.0,1362.0,85.0,14115.0,480.0,True,False
3.0,1694.0,75.0,10084.0,636.0,False,False
36.0,2090.0,,10382.0,484.0,False,False
69.0,1077.0,50.0,7420.0,205.0,False,False
43.0,1040.0,70.0,11200.0,384.0,False,False
1.0,2324.0,85.0,11924.0,736.0,False,False
46.0,912.0,,12968.0,352.0,False,False
1.0,1494.0,91.0,10652.0,840.0,False,False
48.0,1253.0,,10920.0,352.0,True,False
78.0,854.0,51.0,6120.0,576.0,True,False
40.0,1004.0,,11241.0,480.0,False,False
39.0,1296.0,72.0,10791.0,516.0,False,False
4.0,1114.0,66.0,13695.0,576.0,False,False
1.0,2376.0,101.0,14215.0,853.0,False,False
77.0,1108.0,57.0,7449.0,280.0,True,False
6.0,1795.0,75.0,9742.0,534.0,False,False
31.0,1060.0,44.0,4224.0,572.0,False,False
42.0,1060.0,,8246.0,270.0,True,False
2.0,1600.0,110.0,14230.0,890.0,False,False
59.0,900.0,60.0,7200.0,576.0,False,False
3.0,1704.0,98.0,11478.0,772.0,False,False
49.0,1600.0,47.0,16321.0,319.0,False,False
81.0,520.0,60.0,6324.0,240.0,False,False
42.0,1228.0,,8544.0,271.0,True,False
1.0,1234.0,85.0,11049.0,484.0,False,False
51.0,1700.0,70.0,10552.0,447.0,False,False
2.0,1561.0,60.0,7313.0,556.0,False,False
2.0,2452.0,108.0,13418.0,691.0,False,False
15.0,1097.0,112.0,10859.0,672.0,False,False
55.0,1297.0,74.0,8532.0,498.0,False,False
53.0,1152.0,65.0,6040.0,0.0,False,False
48.0,1328.0,115.0,16905.0,308.0,False,False
24.0,884.0,,9180.0,504.0,True,False
33.0,938.0,,9200.0,308.0,True,False
47.0,1150.0,70.0,7945.0,300.0,False,False
5.0,1752.0,61.0,7658.0,576.0,False,False
1.0,1656.0,84.0,11096.0,826.0,False,False
89.0,1452.0,33.0,4456.0,0.0,False,False
41.0,955.0,66.0,7742.0,386.0,True,False
10.0,1470.0,,13869.0,388.0,False,False
72.0,1176.0,52.0,6240.0,528.0,True,False
47.0,816.0,110.0,8472.0,516.0,False,False
25.0,1842.0,68.0,50271.0,894.0,False,False
52.0,1360.0,60.0,7134.0,572.0,True,False
44.0,1425.0,100.0,10175.0,576.0,False,False
2.0,1720.0,89.0,11645.0,565.0,False,False
0.0,2945.0,66.0,13682.0,641.0,False,False
36.0,780.0,60.0,7200.0,352.0,True,False
2.0,1158.0,63.0,13072.0,576.0,False,False
87.0,1111.0,60.0,7200.0,288.0,False,False
1.0,1370.0,44.0,6442.0,484.0,False,False
89.0,1710.0,50.0,10300.0,480.0,True,False
12.0,2034.0,,9375.0,645.0,True,False
3.0,2473.0,76.0,9591.0,852.0,False,False
40.0,2207.0,,19900.0,576.0,False,False
4.0,1479.0,72.0,10665.0,558.0,False,False
65.0,747.0,47.0,4608.0,220.0,False,False
53.0,2287.0,81.0,15593.0,667.0,False,False
34.0,2223.0,95.0,13651.0,516.0,False,False
25.0,845.0,69.0,7599.0,360.0,False,False
11.0,1718.0,74.0,10141.0,427.0,False,False
56.0,1086.0,85.0,10200.0,490.0,True,False
95.0,1605.0,60.0,5790.0,379.0,False,False
36.0,988.0,21.0,1596.0,297.0,True,False
52.0,952.0,,8475.0,283.0,False,False
60.0,1285.0,50.0,8635.0,240.0,True,False
42.0,1768.0,72.0,10778.0,0.0,False,False
99.0,1230.0,60.0,10440.0,440.0,True,False
41.0,2142.0,100.0,13000.0,509.0,False,False
8.0,1337.0,32.0,4500.0,405.0,False,False
1.0,1563.0,78.0,10206.0,758.0,False,False
47.0,1065.0,80.0,8892.0,461.0,False,False
14.0,1474.0,,8530.0,400.0,False,False
15.0,2417.0,121.0,16059.0,462.0,False,False
4.0,1560.0,122.0,11911.0,400.0,False,False
0.0,1224.0,40.0,3951.0,528.0,False,False
13.0,990.0,60.0,8070.0,0.0,False,False
56.0,1040.0,60.0,7200.0,420.0,False,False
88.0,964.0,80.0,13360.0,432.0,False,False
10.0,1786.0,69.0,9337.0,684.0,False,False
16.0,1470.0,,9765.0,420.0,False,False
7.0,1588.0,78.0,10264.0,472.0,False,False
42.0,960.0,73.0,10921.0,432.0,False,False
51.0,1225.0,77.0,9320.0,0.0,False,False
33.0,1610.0,,10603.0,480.0,False,False
25.0,1732.0,77.0,9206.0,476.0,False,False
30.0,1535.0,64.0,7018.0,410.0,False,False
1.0,1226.0,94.0,10402.0,740.0,False,False
76.0,1818.0,,7758.0,240.0,False,False
5.0,1992.0,75.0,9375.0,648.0,False,False
122.0,1047.0,60.0,10800.0,273.0,False,False
60.0,789.0,50.0,6000.0,250.0,False,False
88.0,1517.0,85.0,8500.0,0.0,False,False
33.0,1844.0,105.0,11751.0,546.0,True,False
52.0,1855.0,75.0,9525.0,325.0,False,False
10.0,1430.0,,7750.0,400.0,False,False
0.0,2696.0,77.0,9965.0,792.0,False,False
62.0,2320.0,61.0,7259.0,180.0,True,False
8.0,1458.0,34.0,3230.0,440.0,False,False
47.0,1092.0,,11616.0,288.0,False,False
1.0,1125.0,74.0,8536.0,430.0,False,False
20.0,3222.0,90.0,12376.0,594.0,False,False
1.0,1456.0,65.0,8461.0,390.0,False,False
37.0,988.0,,21453.0,540.0,False,False
68.0,1123.0,50.0,6060.0,264.0,True,False
50.0,1080.0,75.0,9464.0,288.0,False,False
15.0,1199.0,55.0,7892.0,530.0,False,False
30.0,1586.0,48.0,17043.0,435.0,False,False
71.0,754.0,60.0,6780.0,0.0,False,False
31.0,958.0,,4928.0,440.0,False,False
77.0,840.0,55.0,4388.0,0.0,False,False
40.0,1348.0,69.0,7590.0,453.0,False,False
40.0,2157.0,88.0,14200.0,487.0,True,False
9.0,2054.0,,12224.0,390.0,False,False
48.0,1327.0,75.0,7388.0,624.0,False,False
8.0,1296.0,,6853.0,471.0,False,False
38.0,1721.0,78.0,10335.0,440.0,True,False
38.0,1682.0,80.0,10400.0,530.0,True,False
40.0,1214.0,,10355.0,318.0,False,False
9.0,1852.0,73.0,9066.0,660.0,True,False
12.0,1764.0,65.0,15426.0,470.0,True,False
39.0,864.0,70.0,10500.0,0.0,False,False
1.0,1734.0,78.0,11645.0,660.0,False,False
58.0,1385.0,71.0,8520.0,720.0,True,False
10.0,1501.0,78.0,10335.0,577.0,False,False
2.0,1709.0,24.0,2522.0,380.0,False,False
78.0,875.0,51.0,6120.0,180.0,False,False
9.0,2035.0,,9505.0,434.0,False,False
4.0,1080.0,63.0,7500.0,0.0,False,False
70.0,1344.0,,6240.0,240.0,False,False
32.0,969.0,120.0,10356.0,440.0,True,False
1.0,1710.0,107.0,13891.0,866.0,False,False
35.0,1993.0,,14803.0,495.0,True,False
48.0,1252.0,,13500.0,564.0,False,False
84.0,1096.0,60.0,9600.0,0.0,False,False
56.0,1040.0,60.0,7200.0,625.0,False,False
1.0,1968.0,92.0,12003.0,680.0,False,False
6.0,1947.0,100.0,12552.0,678.0,True,False
1.0,2462.0,134.0,19378.0,576.0,False,False
24.0,1232.0,,11120.0,516.0,False,False
5.0,2668.0,110.0,13688.0,726.0,False,False
5.0,1541.0,95.0,12182.0,532.0,False,False
51.0,882.0,55.0,5500.0,0.0,True,False
81.0,1616.0,40.0,5400.0,216.0,False,False
68.0,1355.0,62.0,10106.0,0.0,False,False
54.0,1867.0,,10708.0,303.0,True,False
0.0,2161.0,86.0,10562.0,789.0,False,False
3.0,1720.0,62.0,8244.0,440.0,False,False
25.0,1707.0,,16669.0,511.0,False,False
66.0,1382.0,,12358.0,660.0,False,False
50.0,1656.0,141.0,31770.0,528.0,False,False
19.0,1767.0,44.0,5306.0,504.0,False,False
47.0,1362.0,80.0,10197.0,504.0,False,False
22.0,1651.0,47.0,12416.0,616.0,False,False
57.0,2158.0,84.0,12615.0,576.0,True,False
19.0,2060.0,97.0,10029.0,521.0,False,False
48.0,1920.0,,13650.0,451.0,False,False
1.0,2234.0,63.0,17423.0,1166.0,False,False
84.0,968.0,60.0,8520.0,480.0,False,False
7.0,1525.0,,2117.0,440.0,False,False
86.0,1802.0,54.0,7588.0,216.0,False,False
50.0,1340.0,60.0,9060.0,252.0,True,False
5.0,2082.0,63.0,11426.0,484.0,False,False
98.0,1252.0,92.0,7438.0,576.0,True,False
114.0,3608.0,90.0,22950.0,840.0,True,False
19.0,1217.0,,9947.0,497.0,True,False
93.0,1656.0,60.0,10410.0,180.0,True,False
30.0,1224.0,64.0,7018.0,528.0,False,False
7.0,1593.0,41.0,4923.0,682.0,False,False
75.0,2727.0,70.0,10570.0,440.0,False,False
35.0,1479.0,,7472.0,484.0,False,False
10.0,1431.0,68.0,9017.0,666.0,False,False
2.0,1709.0,24.0,2522.0,380.0,False,False
36.0,864.0,60.0,7180.0,352.0,False,False
33.0,1456.0,24.0,2280.0,440.0,False,False
0.0,1726.0,79.0,9416.0,786.0,False,False
5.0,1713.0,76.0,9591.0,856.0,False,False
7.0,1121.0,80.0,8546.0,440.0,False,False
31.0,1279.0,75.0,10125.0,473.0,True,False
82.0,1310.0,50.0,7000.0,398.0,False,False
4.0,848.0,,4438.0,420.0,False,False
62.0,1284.0,50.0,3500.0,240.0,True,False
19.0,1442.0,99.0,11851.0,500.0,False,False
45.0,1696.0,40.0,13673.0,349.0,False,False
48.0,1100.0,,12493.0,312.0,True,False
19.0,2062.0,,14364.0,454.0,False,False
44.0,1092.0,75.0,8250.0,504.0,True,False
83.0,864.0,67.0,5604.0,0.0,False,False
1.0,1212.0,83.0,10420.0,460.0,False,False
0.0,1852.0,72.0,8640.0,644.0,False,False
11.0,990.0,43.0,13568.0,576.0,False,False
33.0,1392.0,,10900.0,299.0,True,False
49.0,1236.0,72.0,10011.0,447.0,True,False
4.0,1436.0,65.0,8450.0,484.0,False,False
69.0,1954.0,,15660.0,431.0,False,False
1.0,1248.0,43.0,3010.0,438.0,False,False
0.0,1498.0,73.0,8990.0,675.0,False,False
7.0,2267.0,,8068.0,390.0,False,False
31.0,1552.0,85.0,11475.0,434.0,True,False
6.0,2392.0,103.0,13472.0,968.0,False,False
38.0,987.0,21.0,1869.0,280.0,False,False
43.0,912.0,70.0,8521.0,336.0,True,False
4.0,1555.0,43.0,3182.0,430.0,False,False
51.0,1194.0,73.0,8760.0,312.0,False,False
14.0,2794.0,174.0,15138.0,810.0,False,False
34.0,987.0,21.0,1680.0,288.0,False,False
34.0,894.0,75.0,10650.0,308.0,True,False
8.0,1960.0,,7851.0,440.0,False,False
37.0,987.0,21.0,1680.0,264.0,False,False
6.0,1414.0,65.0,8773.0,494.0,False,False
17.0,1744.0,,9453.0,457.0,False,False
0.0,1694.0,93.0,12030.0,818.0,False,False
65.0,1487.0,52.0,8741.0,220.0,True,False
2.0,1566.0,75.0,9000.0,750.0,False,False
62.0,866.0,40.0,3880.0,0.0,False,False
106.0,1440.0,63.0,5000.0,352.0,False,False
29.0,1217.0,75.0,10762.0,288.0,False,False
16.0,2110.0,,8880.0,463.0,False,False
18.0,1872.0,80.0,10400.0,604.0,False,False
96.0,1928.0,69.0,9142.0,440.0,False,False
52.0,1375.0,75.0,11310.0,451.0,False,False
4.0,1668.0,72.0,11317.0,500.0,False,False
49.0,2144.0,,159000.0,389.0,False,False
70.0,1306.0,55.0,5350.0,0.0,True,False
4.0,1640.0,65.0,8366.0,520.0,False,False
43.0,1302.0,85.0,9350.0,309.0,True,False
53.0,1314.0,70.0,8400.0,294.0,False,False
7.0,2291.0,66.0,8738.0,429.0,False,False
5.0,1728.0,64.0,8791.0,673.0,False,False
7.0,1792.0,80.0,12435.0,564.0,False,False
52.0,882.0,70.0,12702.0,308.0,False,False
47.0,1382.0,120.0,19296.0,884.0,True,False
0.0,2574.0,69.0,9588.0,868.0,False,False
29.0,1212.0,88.0,8471.0,492.0,True,False
81.0,1316.0,50.0,5500.0,484.0,False,False
83.0,764.0,30.0,5232.0,504.0,False,False
27.0,1422.0,78.0,12090.0,576.0,True,False
9.0,1511.0,70.0,11207.0,413.0,False,False
69.0,2192.0,60.0,8400.0,240.0,False,False
68.0,778.0,71.0,6900.0,924.0,False,False
31.0,1113.0,,7917.0,504.0,True,False
0.0,1939.0,84.0,10728.0,1053.0,False,False
54.0,1363.0,73.0,39104.0,439.0,False,False
11.0,2270.0,92.0,11764.0,671.0,False,False
51.0,1632.0,80.0,9600.0,338.0,True,False
25.0,816.0,76.0,8314.0,264.0,False,False
84.0,1548.0,55.0,7264.0,672.0,False,False
7.0,1560.0,129.0,9196.0,573.0,False,False
59.0,864.0,140.0,19138.0,400.0,False,False
1.0,2121.0,107.0,14450.0,732.0,False,False
31.0,2022.0,83.0,10005.0,505.0,False,False
18.0,1982.0,82.0,11287.0,575.0,False,False
0.0,1262.0,60.0,7200.0,572.0,False,False
2.0,1314.0,34.0,5063.0,626.0,False,False
1.0,1468.0,74.0,9612.0,898.0,False,False
15.0,1575.0,50.0,8012.0,529.0,False,False
1.0,1250.0,35.0,4251.0,528.0,False,False
44.0,1734.0,77.0,9786.0,440.0,True,False
35.0,858.0,,8125.0,0.0,False,False
43.0,900.0,,9819.0,280.0,True,False
92.0,1396.0,60.0,8730.0,384.0,False,False
0.0,1919.0,120.0,15611.0,685.0,False,False
96.0,1716.0,55.0,5687.0,0.0,False,False
60.0,1716.0,60.0,11409.0,281.0,False,False
29.0,2263.0,,16659.0,539.0,False,False
56.0,1644.0,80.0,9600.0,418.0,False,False
22.0,1003.0,37.0,7937.0,588.0,True,False
57.0,1558.0,75.0,13710.0,282.0,True,False
10.0,1950.0,66.0,7399.0,576.0,False,False
39.0,1743.0,90.0,11700.0,539.0,False,False
53.0,1336.0,90.0,15750.0,375.0,False,False
9.0,2452.0,66.0,16226.0,683.0,False,False
5.0,1541.0,118.0,13704.0,843.0,False,False
128.0,3493.0,87.0,18386.0,870.0,False,False
3.0,2000.0,80.0,10386.0,888.0,False,False
17.0,2243.0,116.0,13474.0,746.0,False,False
88.0,1406.0,,7920.0,0.0,True,False
69.0,861.0,,12342.0,539.0,False,False
3.0,1944.0,90.0,12378.0,708.0,False,False
13.0,1501.0,,7685.0,420.0,False,False
61.0,972.0,50.0,8000.0,240.0,False,False
67.0,1118.0,65.0,7800.0,410.0,True,False
44.0,2036.0,150.0,215245.0,513.0,False,False
81.0,1641.0,60.0,9600.0,546.0,False,False
5.0,1432.0,71.0,7795.0,432.0,False,False
29.0,2353.0,94.0,13005.0,484.0,True,False
1.0,1959.0,75.0,9000.0,1025.0,False,False
16.0,2646.0,90.0,9900.0,656.0,False,False
29.0,1472.0,,14115.0,588.0,False,False
0.0,2596.0,111.0,16259.0,840.0,False,False
3.0,2468.0,99.0,12099.0,872.0,False,False
21.0,2730.0,86.0,10380.0,576.0,True,False
51.0,1163.0,49.0,5820.0,220.0,False,False
43.0,2978.0,96.0,11275.0,564.0,False,False
66.0,803.0,50.0,5000.0,360.0,False,False
15.0,1719.0,32.0,10846.0,473.0,False,False
46.0,1383.0,80.0,11600.0,292.0,False,False
93.0,2134.0,,11888.0,441.0,False,False
89.0,1192.0,60.0,6402.0,189.0,True,False
43.0,1728.0,,10624.0,352.0,False,False
49.0,1056.0,70.0,8176.0,308.0,False,False
6.0,1629.0,85.0,10655.0,880.0,False,False
4.0,1358.0,59.0,8198.0,484.0,False,False
10.0,1638.0,59.0,9042.0,472.0,False,False
43.0,1786.0,,164660.0,529.0,False,False
2.0,1922.0,86.0,14157.0,676.0,False,False
6.0,1536.0,70.0,9135.0,532.0,False,False
22.0,1621.0,91.0,14145.0,440.0,False,False
51.0,1215.0,66.0,12400.0,297.0,False,False
8.0,1908.0,85.0,14191.0,431.0,False,False
59.0,841.0,60.0,8400.0,294.0,False,False
57.0,1040.0,,8544.0,400.0,False,False
3.0,1684.0,63.0,8849.0,564.0,False,False
34.0,1112.0,36.0,2592.0,336.0,False,False
67.0,1577.0,65.0,6435.0,312.0,False,False
47.0,958.0,,12772.0,301.0,False,False
49.0,1478.0,,17600.0,498.0,False,False
5.0,1626.0,36.0,2448.0,474.0,False,False
1.0,2728.0,56.0,20431.0,706.0,False,False
0.0,1869.0,68.0,7820.0,617.0,False,False
67.0,1111.0,60.0,9084.0,200.0,False,False
82.0,720.0,60.0,8520.0,484.0,False,False
66.0,1595.0,60.0,8400.0,240.0,False,False
12.0,1200.0,105.0,11249.0,521.0,False,False
17.0,1167.0,,9248.0,400.0,False,False
31.0,1142.0,44.0,4224.0,528.0,True,False
8.0,1924.0,78.0,12011.0,592.0,False,False
29.0,912.0,,7540.0,470.0,True,False
68.0,1505.0,,9144.0,240.0,False,False
6.0,1922.0,64.0,7301.0,672.0,False,False
37.0,987.0,21.0,1680.0,264.0,False,False
30.0,1574.0,,18800.0,566.0,False,False
89.0,1344.0,59.0,10690.0,468.0,False,False
46.0,1394.0,,9500.0,514.0,False,False
46.0,1431.0,101.0,9150.0,296.0,False,False
56.0,1268.0,78.0,7800.0,244.0,False,False
51.0,1287.0,,9830.0,576.0,False,False
6.0,1664.0,,8121.0,460.0,False,False
49.0,1588.0,80.0,17120.0,680.0,False,False
26.0,752.0,50.0,7175.0,264.0,True,False
56.0,1319.0,79.0,10634.0,270.0,True,False
4.0,1928.0,65.0,8200.0,434.0,False,False
87.0,904.0,,10020.0,0.0,False,False
10.0,914.0,57.0,8846.0,576.0,False,False
3.0,2466.0,102.0,11143.0,610.0,False,False
0.0,1856.0,88.0,11394.0,834.0,False,False
9.0,1800.0,60.0,8123.0,463.0,False,False
86.0,1691.0,50.0,5000.0,308.0,False,False
0.0,1301.0,60.0,7200.0,572.0,False,False
1.0,1797.0,79.0,9245.0,639.0,False,False
81.0,784.0,60.0,9000.0,360.0,False,False
15.0,1953.0,,53107.0,501.0,False,False
6.0,1269.0,43.0,3182.0,430.0,False,False
96.0,1184.0,58.0,8410.0,0.0,False,False
9.0,1479.0,93.0,9382.0,577.0,False,False
1.0,2332.0,96.0,12474.0,846.0,False,False
108.0,1367.0,50.0,8405.0,384.0,True,False
8.0,1961.0,71.0,12209.0,560.0,False,False
48.0,882.0,,8339.0,294.0,True,False
67.0,1034.0,60.0,10134.0,240.0,False,False
54.0,1144.0,68.0,9571.0,596.0,False,False
37.0,894.0,60.0,7200.0,600.0,False,False
45.0,1812.0,69.0,7590.0,264.0,False,False
3.0,1550.0,65.0,8125.0,438.0,False,False
12.0,1288.0,38.0,14963.0,500.0,False,False
1.0,1310.0,65.0,8767.0,400.0,False,False
68.0,672.0,60.0,10200.0,240.0,True,False
12.0,1572.0,,10364.0,373.0,False,False
33.0,1620.0,,9991.0,490.0,True,False
72.0,1639.0,51.0,10480.0,240.0,False,False
93.0,1680.0,63.0,15576.0,308.0,False,False
1.0,2172.0,109.0,14154.0,947.0,False,False
1.0,2078.0,85.0,10800.0,836.0,False,False
51.0,1056.0,100.0,34650.0,572.0,False,False
1.0,1478.0,,4403.0,484.0,False,False
83.0,1028.0,56.0,8960.0,360.0,False,False
15.0,2097.0,59.0,11228.0,678.0,False,False
0.0,1340.0,73.0,8899.0,396.0,False,False
28.0,1400.0,74.0,7844.0,440.0,False,False
89.0,2624.0,86.0,22420.0,864.0,False,False
67.0,1134.0,60.0,8160.0,240.0,False,False
42.0,1056.0,65.0,8450.0,304.0,False,False
11.0,1344.0,78.0,7060.0,784.0,False,False
32.0,1602.0,,16635.0,529.0,False,False
54.0,988.0,100.0,21750.0,520.0,False,False
10.0,2630.0,80.0,9200.0,696.0,False,False
52.0,1196.0,72.0,9000.0,297.0,False,False
63.0,1389.0,60.0,3378.0,240.0,False,False
20.0,1644.0,,12800.0,569.0,False,False
51.0,907.0,77.0,8593.0,352.0,False,False
0.0,1208.0,64.0,6762.0,628.0,False,False
21.0,1412.0,130.0,11457.0,576.0,False,False
36.0,1365.0,24.0,1920.0,440.0,False,False
11.0,1604.0,100.0,10839.0,470.0,False,False
36.0,630.0,21.0,1890.0,0.0,False,False
13.0,1661.0,43.0,10667.0,550.0,False,False
86.0,1118.0,40.0,4400.0,440.0,False,False
83.0,904.0,50.0,6000.0,180.0,False,False
94.0,694.0,40.0,4280.0,352.0,True,False
89.0,1196.0,67.0,12354.0,528.0,True,False
1.0,2402.0,105.0,15431.0,672.0,False,False
53.0,1440.0,92.0,12108.0,0.0,False,False
78.0,1573.0,52.0,6240.0,360.0,False,False
1.0,1258.0,53.0,3922.0,648.0,False,False
14.0,1908.0,70.0,8750.0,493.0,False,False
53.0,1689.0,73.0,9855.0,480.0,True,False
44.0,1888.0,137.0,16492.0,578.0,False,False
8.0,1886.0,,11214.0,431.0,False,False
69.0,1376.0,50.0,8600.0,198.0,False,False
59.0,1183.0,50.0,6000.0,308.0,False,False
76.0,813.0,70.0,5684.0,270.0,False,False
31.0,1533.0,62.0,70761.0,576.0,False,False
11.0,1756.0,,9303.0,422.0,False,False
1.0,1590.0,75.0,9000.0,676.0,False,False
34.0,1242.0,80.0,9600.0,528.0,False,False
54.0,1663.0,,53227.0,529.0,False,False
83.0,1666.0,,5100.0,228.0,True,False
59.0,1203.0,,7015.0,352.0,False,False
0.0,1935.0,75.0,8004.0,552.0,False,False
73.0,1135.0,60.0,7200.0,576.0,True,False
44.0,864.0,60.0,8281.0,360.0,True,False
74.0,1660.0,74.0,11988.0,240.0,False,False
31.0,1040.0,60.0,8430.0,0.0,False,False
2.0,1414.0,,3072.0,398.0,False,False
37.0,1277.0,85.0,10628.0,526.0,True,False
65.0,1644.0,79.0,9480.0,312.0,False,False
1.0,1634.0,98.0,11428.0,866.0,False,False
15.0,1710.0,76.0,9291.0,506.0,False,False
25.0,1502.0,,6820.0,528.0,False,False
30.0,1969.0,92.0,11952.0,534.0,False,False
3.0,1072.0,35.0,3675.0,525.0,False,False
1.0,1976.0,110.0,14977.0,908.0,False,False
7.0,1652.0,41.0,5330.0,499.0,False,False
44.0,970.0,80.0,8480.0,624.0,False,False
11.0,1493.0,75.0,13125.0,508.0,False,False
1.0,2643.0,105.0,13693.0,694.0,False,False
2.0,1718.0,79.0,10637.0,826.0,False,False
70.0,1131.0,50.0,5925.0,672.0,True,False
2.0,1850.0,98.0,16033.0,772.0,False,False
