Id,AgeBins,BldgType,GrLivArea,LotFrontage,LotArea,HasFence,Has2ndFloor,HasBasement,HasGarage,target
1,0,1Fam,1710,65,8450,False,True,True,True,208500
2,2,1Fam,1262,80,9600,False,False,True,True,181500
3,1,1Fam,1786,68,11250,False,True,True,True,223500
5,1,1Fam,2198,84,14260,False,True,True,True,250000
6,1,1Fam,1362,85,14115,True,True,True,True,143000
7,0,1Fam,1694,75,10084,False,False,True,True,307000
8,2,1Fam,2090,80,10382,False,True,True,True,200000
10,3,2fmCon,1077,50,7420,False,False,True,True,118000
11,2,1Fam,1040,70,11200,False,False,True,True,129500
12,0,1Fam,2324,85,11924,False,True,True,True,345000
13,2,1Fam,912,73,12968,False,False,True,True,144000
14,0,1Fam,1494,91,10652,False,False,True,True,279500
15,2,1Fam,1253,76,10920,True,False,True,True,157000
16,3,1Fam,854,51,6120,True,False,True,True,132000
17,2,1Fam,1004,76,11241,False,False,True,True,149000
18,2,Duplex,1296,72,10791,False,False,False,True,90000
19,0,1Fam,1114,66,13695,False,False,True,True,159000
21,0,1Fam,2376,101,14215,False,True,True,True,325300
22,3,1Fam,1108,57,7449,True,False,True,True,139400
23,1,1Fam,1795,75,9742,False,False,True,True,230000
24,2,TwnhsE,1060,44,4224,False,False,True,True,129900
25,2,1Fam,1060,73,8246,True,False,True,True,154000
26,0,1Fam,1600,110,14230,False,False,True,True,256300
27,3,1Fam,900,60,7200,False,False,True,True,134800
28,0,1Fam,1704,98,11478,False,False,True,True,306000
29,2,1Fam,1600,47,16321,False,False,True,True,207500
30,3,1Fam,520,60,6324,False,False,True,True,68500
32,2,1Fam,1228,73,8544,True,False,True,True,149350
33,0,1Fam,1234,85,11049,False,False,True,True,179900
34,3,1Fam,1700,70,10552,False,False,True,True,165500
35,0,TwnhsE,1561,60,7313,False,False,True,True,277500
36,0,1Fam,2452,108,13418,False,True,True,True,309000
37,1,1Fam,1097,112,10859,False,False,True,True,145000
38,3,1Fam,1297,74,8532,False,False,True,True,153000
40,3,Duplex,1152,65,6040,False,False,False,False,82000
42,2,1Fam,1328,115,16905,False,False,True,True,170000
43,2,1Fam,884,71,9180,True,False,True,True,144000
44,2,1Fam,938,71,9200,True,False,True,True,130250
45,2,1Fam,1150,70,7945,False,False,True,True,141000
46,0,TwnhsE,1752,61,7658,False,False,True,True,319900
48,0,1Fam,1656,84,11096,False,False,True,True,249700
49,3,2fmCon,1452,33,4456,False,True,True,False,113000
50,2,1Fam,955,66,7742,True,False,True,True,127000
51,1,1Fam,1470,77,13869,False,True,True,True,177000
52,3,1Fam,1176,52,6240,True,False,True,True,114500
53,2,Duplex,816,110,8472,False,False,True,True,110000
54,2,1Fam,1842,68,50271,False,False,True,True,385000
55,3,1Fam,1360,60,7134,True,False,True,True,130000
56,2,1Fam,1425,100,10175,False,False,True,True,180500
58,0,1Fam,1720,89,11645,False,True,True,True,196500
60,2,1Fam,780,60,7200,True,False,True,True,124900
61,0,1Fam,1158,63,13072,False,False,True,True,158000
62,3,1Fam,1111,60,7200,False,True,True,True,101000
63,0,TwnhsE,1370,44,6442,False,False,True,True,202500
64,3,1Fam,1710,50,10300,True,True,True,True,140000
65,1,1Fam,2034,71,9375,True,True,True,True,219500
66,0,1Fam,2472,76,9591,False,True,True,True,317000
67,2,1Fam,2208,76,19900,False,False,True,True,180000
68,0,1Fam,1479,72,10665,False,False,True,True,226000
69,3,1Fam,747,47,4608,False,False,True,True,80000
70,3,1Fam,2288,81,15593,False,True,True,True,225000
71,2,1Fam,2224,95,13651,False,False,True,True,244000
72,2,1Fam,845,69,7599,False,False,True,True,129500
73,1,1Fam,1718,74,10141,False,True,True,True,185000
74,3,1Fam,1086,85,10200,True,False,True,True,144900
75,3,1Fam,1605,60,5790,False,True,True,True,107400
76,2,Twnhs,988,21,1596,True,True,True,True,91000
77,3,1Fam,952,76,8475,False,False,True,True,135750
78,3,1Fam,1285,50,8635,True,True,True,True,127000
79,2,Duplex,1768,72,10778,False,False,True,False,136500
80,3,1Fam,1230,60,10440,True,True,True,True,110000
81,2,1Fam,2142,100,13000,False,True,True,True,193500
82,1,TwnhsE,1337,32,4500,False,False,True,True,153500
83,0,1Fam,1563,78,10206,False,False,True,True,245000
84,2,1Fam,1065,80,8892,False,False,True,True,126500
85,1,1Fam,1474,77,8530,False,True,True,True,168500
86,1,1Fam,2416,121,16059,False,True,True,True,260000
87,0,1Fam,1560,122,11911,False,True,True,True,174000
88,0,TwnhsE,1224,40,3951,False,True,True,True,164500
90,1,1Fam,990,60,8070,False,False,True,False,123600
91,3,1Fam,1040,60,7200,False,False,False,True,109900
93,3,1Fam,964,80,13360,False,False,True,True,163500
95,1,1Fam,1786,69,9337,False,True,True,True,204750
96,1,1Fam,1470,77,9765,False,True,True,True,185000
97,1,1Fam,1588,78,10264,False,False,True,True,214000
98,2,1Fam,960,73,10921,False,False,True,True,94750
100,3,1Fam,1225,77,9320,False,False,True,False,128950
101,2,1Fam,1610,80,10603,False,False,True,True,205000
102,2,1Fam,1732,77,9206,False,True,True,True,178000
103,2,Duplex,1535,64,7018,False,False,False,True,118964
104,0,1Fam,1226,94,10402,False,False,True,True,198900
105,3,1Fam,1818,59,7758,False,True,True,True,169500
106,0,1Fam,1992,75,9375,False,True,True,True,250000
107,3,1Fam,1047,60,10800,False,False,True,True,100000
108,3,1Fam,789,50,6000,False,False,True,True,115000
109,3,1Fam,1517,85,8500,False,True,True,False,115000
110,2,1Fam,1844,105,11751,True,False,True,True,190000
111,3,1Fam,1855,75,9525,False,True,True,True,136900
112,1,1Fam,1430,77,7750,False,True,True,True,180000
113,0,1Fam,2696,77,9965,False,True,True,True,383970
115,3,1Fam,2320,61,7259,True,True,True,True,259500
116,1,TwnhsE,1458,34,3230,False,True,True,True,176000
117,2,1Fam,1092,73,11616,False,False,True,True,139000
118,0,1Fam,1125,74,8536,False,False,True,True,155000
119,1,1Fam,3222,90,12376,False,True,True,True,320000
120,0,1Fam,1456,65,8461,False,True,True,True,163990
121,2,1Fam,988,82,21453,False,False,True,True,180000
122,3,1Fam,1123,50,6060,True,True,True,True,100000
123,2,1Fam,1080,75,9464,False,False,True,True,136000
124,1,TwnhsE,1199,55,7892,False,False,True,True,153900
125,2,1Fam,1586,48,17043,False,False,True,True,181000
126,3,2fmCon,754,60,6780,False,False,True,False,84500
127,2,TwnhsE,958,28,4928,False,False,True,True,128000
128,3,1Fam,840,55,4388,False,False,True,False,87000
129,2,1Fam,1348,69,7590,False,True,True,True,155000
131,2,1Fam,2156,88,14200,True,True,True,True,226000
132,1,1Fam,2054,77,12224,False,True,True,True,244000
133,2,1Fam,1327,75,7388,False,False,True,True,150750
134,1,1Fam,1296,79,6853,False,False,True,True,220000
135,2,1Fam,1721,78,10335,True,False,True,True,180000
136,2,1Fam,1682,80,10400,True,False,True,True,174000
137,2,1Fam,1214,76,10355,False,False,True,True,143000
139,1,1Fam,1852,73,9066,True,True,True,True,230000
140,1,1Fam,1764,65,15426,True,True,True,True,231500
141,2,1Fam,864,70,10500,False,False,True,False,115000
142,0,1Fam,1734,78,11645,False,False,True,True,260000
143,3,1Fam,1385,71,8520,True,True,True,True,166000
144,1,1Fam,1501,78,10335,False,False,True,True,204000
146,0,Twnhs,1709,24,2522,False,True,True,True,130000
147,3,1Fam,875,51,6120,False,False,True,True,105000
148,1,1Fam,2035,77,9505,False,True,True,True,222500
149,0,1Fam,1080,63,7500,False,False,True,False,141000
150,3,1Fam,1344,57,6240,False,True,True,True,115000
151,2,1Fam,969,120,10356,True,False,True,True,122000
152,0,1Fam,1710,107,13891,False,False,True,True,372402
153,2,1Fam,1993,80,14803,True,True,True,True,190000
154,2,1Fam,1252,82,13500,False,False,True,True,235000
156,3,1Fam,1096,60,9600,False,True,True,False,79000
157,3,1Fam,1040,60,7200,False,False,False,True,109500
158,0,1Fam,1968,92,12003,False,True,True,True,269500
159,1,1Fam,1947,100,12552,True,True,True,True,254900
160,0,1Fam,2462,134,19378,False,True,True,True,320000
161,2,1Fam,1232,59,11120,False,False,True,True,162500
162,0,1Fam,2668,110,13688,False,True,True,True,412500
163,0,1Fam,1541,95,12182,False,False,True,True,220000
164,3,1Fam,882,55,5500,True,False,True,False,103200
165,3,1Fam,1616,40,5400,False,True,True,True,152000
166,3,2fmCon,1355,62,10106,False,True,True,False,127500
167,3,1Fam,1867,82,10708,True,False,True,True,190000
168,0,1Fam,2160,86,10562,False,True,True,True,325624
169,0,1Fam,1720,62,8244,False,True,True,True,183500
170,2,1Fam,1707,79,16669,False,False,True,True,228000
171,3,1Fam,1382,62,12358,False,False,True,True,128500
172,2,1Fam,1656,141,31770,False,False,True,True,215000
173,1,TwnhsE,1767,44,5306,False,True,True,True,239000
174,2,1Fam,1362,80,10197,False,False,True,True,163000
175,2,1Fam,1651,47,12416,False,False,True,True,184000
176,3,1Fam,2158,84,12615,True,False,True,True,243000
177,1,1Fam,2060,97,10029,False,True,True,True,211000
178,2,1Fam,1920,73,13650,False,True,True,True,172500
180,3,1Fam,968,60,8520,False,False,True,True,100000
181,1,Twnhs,1525,66,2117,False,True,True,True,177000
182,3,1Fam,1802,54,7588,False,True,True,True,200100
183,2,1Fam,1340,60,9060,True,False,False,True,120000
184,0,1Fam,2082,63,11426,False,True,True,True,200000
185,3,1Fam,1252,92,7438,True,True,True,True,127000
187,1,1Fam,1217,70,9947,True,False,True,True,173000
188,3,1Fam,1656,60,10410,True,True,True,True,135000
189,2,Duplex,1224,64,7018,False,False,True,True,153337
190,1,TwnhsE,1593,41,4923,False,False,True,True,286000
191,3,1Fam,2728,70,10570,False,True,True,True,315000
192,2,1Fam,1479,76,7472,False,True,True,True,184000
193,1,1Fam,1431,68,9017,False,False,True,True,192000
194,0,Twnhs,1709,24,2522,False,True,True,True,130000
195,2,1Fam,864,60,7180,False,False,True,True,127000
196,2,Twnhs,1456,24,2280,False,True,True,True,148500
197,0,1Fam,1726,79,9416,False,False,True,True,311872
200,0,1Fam,1713,76,9591,False,False,True,True,274900
201,1,1Fam,1121,80,8546,False,False,True,True,140000
202,2,1Fam,1279,75,10125,True,False,True,True,171500
203,3,1Fam,1310,50,7000,False,True,True,True,112000
204,0,TwnhsE,848,71,4438,False,False,True,True,149000
205,3,1Fam,1284,50,3500,True,True,True,True,110000
206,1,1Fam,1442,99,11851,False,False,True,True,180500
207,2,1Fam,1696,40,13673,False,False,True,True,143900
208,2,1Fam,1100,76,12493,True,False,True,True,141000
209,1,1Fam,2062,71,14364,False,True,True,True,277000
210,2,1Fam,1092,75,8250,True,False,True,True,145000
211,3,1Fam,864,67,5604,False,False,True,False,98000
212,0,1Fam,1212,83,10420,False,False,True,True,186000
213,0,1Fam,1852,72,8640,False,True,True,True,252678
214,1,1Fam,990,43,13568,False,False,True,True,156000
215,2,1Fam,1392,71,10900,True,True,True,True,161750
216,2,1Fam,1236,72,10011,True,False,True,True,134450
217,0,1Fam,1436,65,8450,False,False,True,True,210000
219,3,1Fam,1954,72,15660,False,True,True,True,311500
220,0,TwnhsE,1248,43,3010,False,False,True,True,167240
221,0,1Fam,1498,73,8990,False,False,True,True,204900
222,1,1Fam,2268,77,8068,False,True,True,True,200000
223,2,1Fam,1552,85,11475,True,True,True,True,179900
225,1,1Fam,2392,103,13472,False,False,True,True,386250
228,2,Twnhs,987,21,1869,False,True,True,True,106000
229,2,1Fam,912,70,8521,True,False,True,True,125000
230,0,TwnhsE,1555,43,3182,False,False,True,True,192500
231,3,1Fam,1194,73,8760,False,False,True,True,148000
232,1,1Fam,2794,174,15138,False,True,True,True,403000
233,2,Twnhs,987,21,1680,False,True,True,True,94500
234,2,1Fam,894,75,10650,True,False,True,True,128200
235,1,1Fam,1960,77,7851,False,True,True,True,216500
236,2,TwnhsE,987,21,1680,False,True,True,True,89500
237,1,1Fam,1414,65,8773,False,False,True,True,185500
238,1,1Fam,1744,71,9453,False,True,True,True,194500
239,0,1Fam,1694,93,12030,False,False,True,True,318000
240,3,1Fam,1487,52,8741,True,True,True,True,113000
241,0,1Fam,1566,75,9000,False,False,True,True,262500
242,3,1Fam,866,40,3880,False,False,True,False,110500
243,3,1Fam,1440,63,5000,False,True,True,True,79000
244,2,TwnhsE,1217,75,10762,False,True,True,True,120000
245,1,1Fam,2110,71,8880,False,True,True,True,205000
246,1,1Fam,1872,80,10400,False,False,True,True,241500
247,3,2fmCon,1928,69,9142,False,True,True,True,137000
248,3,1Fam,1375,75,11310,False,False,True,True,140000
249,0,1Fam,1668,72,11317,False,True,True,True,180000
250,2,1Fam,2144,82,159000,False,True,True,True,277000
251,3,1Fam,1306,55,5350,True,False,True,False,76500
253,0,1Fam,1640,65,8366,False,True,True,True,173000
254,2,1Fam,1302,85,9350,True,False,True,True,158000
255,3,1Fam,1314,70,8400,False,False,True,True,145000
256,1,1Fam,2292,66,8738,False,True,True,True,230000
257,0,1Fam,1728,64,8791,False,True,True,True,207500
259,1,1Fam,1792,80,12435,False,True,True,True,231500
260,3,1Fam,882,70,12702,False,False,False,True,97000
261,2,1Fam,1382,120,19296,True,False,True,True,176000
262,0,1Fam,2574,69,9588,False,True,True,True,276000
263,2,1Fam,1212,88,8471,True,False,True,True,151000
264,3,1Fam,1316,50,5500,False,False,True,True,130000
265,3,1Fam,764,30,5232,False,False,True,True,73000
266,2,1Fam,1422,78,12090,True,False,True,True,175500
267,1,1Fam,1511,70,11207,False,True,True,True,185000
268,3,1Fam,2192,60,8400,False,True,True,True,179500
269,3,1Fam,778,71,6900,False,False,True,True,120500
270,2,1Fam,1113,68,7917,True,False,True,True,148000
271,0,1Fam,1939,84,10728,False,True,True,True,266000
272,3,1Fam,1363,73,39104,False,False,True,True,241500
273,1,1Fam,2270,92,11764,False,True,True,True,290000
274,3,1Fam,1632,80,9600,True,False,True,True,139000
275,2,1Fam,816,76,8314,False,False,True,True,124500
276,3,1Fam,1548,55,7264,False,True,True,True,205000
277,1,1Fam,1560,129,9196,False,False,True,True,201000
278,3,1Fam,864,140,19138,False,False,True,True,141000
279,0,1Fam,2120,107,14450,False,False,True,True,415298
280,2,1Fam,2022,83,10005,False,True,True,True,192000
281,1,1Fam,1982,82,11287,False,True,True,True,228500
282,0,1Fam,1262,60,7200,False,False,True,True,185000
283,0,Twnhs,1314,34,5063,False,False,True,True,207500
284,0,1Fam,1468,74,9612,False,False,True,True,244600
285,1,TwnhsE,1575,50,8012,False,False,True,True,179200
286,0,TwnhsE,1250,35,4251,False,True,True,True,164700
287,2,1Fam,1734,77,9786,True,True,True,True,159000
288,2,1Fam,858,76,8125,False,False,True,False,88000
289,2,1Fam,900,73,9819,True,False,True,True,122000
290,3,1Fam,1396,60,8730,False,True,True,True,153575
291,0,1Fam,1919,120,15611,False,True,True,True,233230
292,3,2fmCon,1716,55,5687,False,True,True,False,135900
293,3,1Fam,1716,60,11409,False,True,True,True,131000
294,2,1Fam,2264,80,16659,False,True,True,True,235000
295,3,1Fam,1644,80,9600,False,False,True,True,167000
296,2,1Fam,1003,37,7937,True,False,True,True,142500
297,3,1Fam,1558,75,13710,True,True,True,True,152000
298,1,1Fam,1950,66,7399,False,True,True,True,239000
299,2,1Fam,1743,90,11700,False,True,True,True,175000
301,3,2fmCon,1336,90,15750,False,False,True,True,157000
302,1,1Fam,2452,66,16226,False,True,True,True,267000
303,0,1Fam,1541,118,13704,False,False,True,True,205000
305,3,1Fam,3492,87,18386,False,True,True,True,295000
306,0,1Fam,2000,80,10386,False,False,True,True,305900
307,1,1Fam,2244,116,13474,False,True,True,True,225000
308,3,1Fam,1406,59,7920,True,True,True,False,89500
309,3,1Fam,861,68,12342,False,False,True,True,82500
310,0,1Fam,1944,90,12378,False,False,True,True,360000
311,1,1Fam,1501,77,7685,False,True,True,True,165600
312,3,1Fam,972,50,8000,False,False,True,True,132000
313,3,2fmCon,1118,65,7800,True,True,True,True,119900
314,2,1Fam,2036,150,215245,False,False,True,True,375000
315,3,1Fam,1641,60,9600,False,True,True,True,178000
316,0,1Fam,1432,71,7795,False,True,True,True,188500
317,2,1Fam,2352,94,13005,True,True,True,True,260000
318,0,1Fam,1959,75,9000,False,True,True,True,270000
319,1,1Fam,2646,90,9900,False,True,True,True,260000
320,2,1Fam,1472,80,14115,False,False,True,True,187500
321,0,1Fam,2596,111,16259,False,True,True,True,342643
322,0,1Fam,2468,99,12099,False,True,True,True,354000
323,2,1Fam,2730,86,10380,True,True,True,True,301000
324,3,1Fam,1163,49,5820,False,False,True,True,126175
325,2,1Fam,2978,96,11275,False,True,True,True,242000
326,3,1Fam,803,50,5000,False,False,True,True,87000
327,1,TwnhsE,1719,32,10846,False,False,True,True,324000
328,2,1Fam,1383,80,11600,False,False,True,True,145250
329,3,1Fam,2134,57,11888,False,True,True,True,214500
330,3,1Fam,1192,60,6402,True,True,True,True,78000
331,2,Duplex,1728,76,10624,False,False,True,True,119000
332,2,1Fam,1056,70,8176,False,False,True,True,139000
333,1,1Fam,1629,85,10655,False,False,True,True,284000
334,0,TwnhsE,1358,59,8198,False,False,True,True,207000
335,1,1Fam,1638,59,9042,False,True,True,True,192000
336,2,2fmCon,1786,79,164660,False,True,True,True,228950
337,0,1Fam,1922,86,14157,False,False,True,True,377426
338,1,1Fam,1536,70,9135,False,False,True,True,214000
339,2,1Fam,1621,91,14145,False,False,True,True,202500
340,3,1Fam,1215,66,12400,False,False,True,True,155000
341,1,1Fam,1908,85,14191,False,True,True,True,202900
342,3,1Fam,841,60,8400,False,False,True,True,82000
343,3,Duplex,1040,76,8544,False,False,False,True,87500
344,0,TwnhsE,1684,63,8849,False,False,True,True,266000
345,2,TwnhsE,1112,36,2592,False,True,True,True,85000
346,3,1Fam,1577,65,6435,False,True,True,True,140200
347,2,1Fam,958,76,12772,False,False,True,True,151500
348,2,1Fam,1478,76,17600,False,False,True,True,157500
349,0,Twnhs,1626,36,2448,False,True,True,True,154000
351,0,TwnhsE,1869,68,7820,False,False,True,True,318061
353,3,1Fam,1111,60,9084,False,True,True,True,95000
354,3,1Fam,720,60,8520,False,False,True,True,105900
355,3,1Fam,1595,60,8400,False,True,True,True,140000
356,1,1Fam,1200,105,11249,False,False,True,True,177500
357,1,1Fam,1167,77,9248,False,False,True,True,173000
358,2,TwnhsE,1142,44,4224,True,False,True,True,134000
360,1,1Fam,1924,78,12011,False,True,True,True,280000
361,2,1Fam,912,70,7540,True,False,True,True,156000
362,3,1Fam,1505,57,9144,False,True,True,True,145000
363,1,1Fam,1922,64,7301,False,True,False,True,198500
364,2,Twnhs,987,21,1680,False,True,True,True,118000
365,2,1Fam,1574,80,18800,False,True,True,True,190000
366,3,1Fam,1344,59,10690,False,True,True,True,147000
367,2,1Fam,1394,76,9500,False,False,True,True,159000
368,2,1Fam,1431,101,9150,False,False,True,True,165000
369,3,1Fam,1268,78,7800,False,False,True,True,132000
370,3,1Fam,1287,76,9830,False,False,True,True,162000
371,1,1Fam,1664,77,8121,False,True,True,True,172400
372,2,1Fam,1588,80,17120,False,True,False,True,134432
373,2,TwnhsE,752,50,7175,True,False,True,True,125000
374,3,1Fam,1319,79,10634,True,False,True,True,123000
375,0,1Fam,1928,65,8200,False,True,True,True,219500
376,3,1Fam,904,68,10020,False,False,True,False,61000
377,1,1Fam,914,57,8846,False,False,True,True,148000
378,0,1Fam,2466,102,11143,False,True,True,True,340000
379,0,1Fam,1856,88,11394,False,False,True,True,394432
380,1,1Fam,1800,60,8123,False,True,True,True,179000
381,3,1Fam,1691,50,5000,False,True,True,True,127000
382,0,1Fam,1301,60,7200,False,False,True,True,187750
383,0,1Fam,1797,79,9245,False,True,True,True,213500
384,3,1Fam,784,60,9000,False,False,True,True,76000
385,1,1Fam,1953,82,53107,False,True,True,True,240000
386,1,TwnhsE,1269,43,3182,False,False,True,True,192000
387,3,1Fam,1184,58,8410,False,True,True,False,81000
389,1,1Fam,1479,93,9382,False,False,True,True,191000
391,3,1Fam,1367,50,8405,True,True,True,True,119000
392,1,1Fam,1961,71,12209,False,True,True,True,215000
393,2,1Fam,882,76,8339,True,False,False,True,106500
395,3,1Fam,1034,60,10134,False,True,True,True,109000
396,3,1Fam,1144,68,9571,False,False,True,True,129000
397,2,1Fam,894,60,7200,False,False,True,True,123000
398,2,1Fam,1812,69,7590,False,True,True,True,169500
400,0,1Fam,1550,65,8125,False,True,True,True,241000
401,1,TwnhsE,1288,38,14963,False,False,True,True,245500
402,0,1Fam,1310,65,8767,False,False,True,True,164990
403,3,1Fam,672,60,10200,True,False,True,True,108000
405,1,1Fam,1572,77,10364,False,True,True,True,168000
406,2,1Fam,1620,73,9991,True,False,True,True,150000
407,3,1Fam,1639,51,10480,False,False,True,True,115000
408,3,1Fam,1680,63,15576,False,True,True,True,177000
409,0,1Fam,2172,109,14154,False,True,True,True,280000
410,0,1Fam,2078,85,10800,False,True,True,True,339750
412,3,2fmCon,1056,100,34650,False,False,True,True,145000
413,0,1Fam,1478,66,4403,False,False,True,True,222000
414,3,1Fam,1028,56,8960,False,False,True,True,115000
415,1,1Fam,2096,59,11228,False,True,True,True,228000
416,0,1Fam,1340,73,8899,False,False,True,True,181134
417,2,1Fam,1400,74,7844,False,True,True,True,149500
418,3,1Fam,2624,86,22420,False,True,True,True,239000
419,3,1Fam,1134,60,8160,False,True,True,True,126000
420,2,1Fam,1056,65,8450,False,False,True,True,142000
421,1,Duplex,1344,78,7060,False,False,True,True,206300
422,2,1Fam,1602,80,16635,False,False,True,True,215000
423,3,1Fam,988,100,21750,False,False,True,True,113000
424,1,1Fam,2630,80,9200,False,True,True,True,315000
425,3,1Fam,1196,72,9000,False,False,True,True,139000
426,3,1Fam,1389,60,3378,False,True,True,True,135000
427,1,1Fam,1644,71,12800,False,False,True,True,275000
428,3,1Fam,907,77,8593,False,False,True,True,109008
429,0,1Fam,1208,64,6762,False,False,True,True,195400
430,2,1Fam,1412,130,11457,False,False,True,True,175000
433,2,TwnhsE,1365,24,1920,False,True,True,True,122500
434,1,1Fam,1604,100,10839,False,True,True,True,181000
435,2,Twnhs,630,21,1890,False,False,True,False,81000
436,1,1Fam,1661,43,10667,False,True,True,True,212000
437,3,1Fam,1118,40,4400,False,True,True,True,116000
438,3,1Fam,904,50,6000,False,False,True,True,119000
439,3,1Fam,694,40,4280,True,False,True,True,90350
440,3,1Fam,1196,67,12354,True,True,True,True,110000
442,3,Duplex,1440,92,12108,False,False,True,False,118000
443,3,1Fam,1573,52,6240,False,True,True,True,162900
444,0,TwnhsE,1258,53,3922,False,False,True,True,172500
445,1,1Fam,1908,70,8750,False,True,True,True,210000
446,3,1Fam,1689,73,9855,True,False,True,True,127500
447,2,1Fam,1888,137,16492,False,False,True,True,190000
448,1,1Fam,1886,77,11214,False,True,True,True,199900
449,3,1Fam,1376,50,8600,False,True,True,True,119500
450,3,1Fam,1183,50,6000,False,True,True,True,120000
451,3,1Fam,813,70,5684,False,False,True,True,110000
452,2,1Fam,1533,62,70761,False,False,True,True,280000
453,1,1Fam,1756,79,9303,False,True,True,True,204000
454,0,1Fam,1590,75,9000,False,True,True,True,210000
456,2,1Fam,1242,80,9600,False,False,True,True,175500
458,3,1Fam,1663,82,53227,False,False,True,True,256000
459,3,1Fam,1666,62,5100,True,True,True,True,161000
460,3,1Fam,1203,57,7015,False,True,True,True,110000
461,0,1Fam,1935,75,8004,False,True,True,True,263435
462,3,1Fam,1135,60,7200,True,True,True,True,155000
463,2,1Fam,864,60,8281,True,False,True,True,62383
464,3,1Fam,1660,74,11988,False,True,True,True,188700
465,2,1Fam,1040,60,8430,False,False,True,False,124000
466,0,TwnhsE,1414,47,3072,False,False,True,True,178740
467,2,1Fam,1277,85,10628,True,False,True,True,167000
468,3,1Fam,1644,79,9480,False,True,True,True,146500
469,0,1Fam,1634,98,11428,False,False,True,True,250000
470,1,1Fam,1710,76,9291,False,True,True,True,187000
471,2,TwnhsE,1502,62,6820,False,False,True,True,212000
472,2,1Fam,1969,92,11952,False,True,True,True,190000
473,0,TwnhsE,1072,35,3675,False,False,True,True,148000
475,1,TwnhsE,1652,41,5330,False,False,True,True,251000
476,2,1Fam,970,80,8480,False,False,True,True,132500
477,1,1Fam,1493,75,13125,False,False,True,True,208900
478,0,1Fam,2644,105,13693,False,True,True,True,380000
479,0,1Fam,1718,79,10637,False,False,True,True,297000
480,3,1Fam,1131,50,5925,True,False,True,True,89471
481,0,1Fam,1850,98,16033,False,False,True,True,326000
482,0,1Fam,1792,72,11846,False,False,True,True,374000
483,3,1Fam,1826,50,2500,False,True,True,True,155000
484,1,Twnhs,1216,32,4500,False,False,True,True,164000
485,2,1Fam,999,73,7758,False,False,True,True,132500
